brand,car_name,variant,price,Engine Type,Displacement,Max Power,Max Torque,No. of Cylinders,Valves Per Cylinder,Transmission Type,Gearbox,Drive Type,Fuel Type,Emission Norm Compliance,Front Suspension,Rear Suspension,Steering Type,Steering Column,Turning Radius,Front Brake Type,Rear Brake Type,Length,Width,Height,Boot Space,Seating Capacity,Ground Clearance Unladen,Wheel Base,Kerb Weight,Gross Weight,No. of Doors,Power Steering,Air Conditioner,Heater,Adjustable Steering,Height Adjustable Driver Seat,Automatic Climate Control,Accessory Power Outlet,Trunk Light,Vanity Mirror,Rear Reading Lamp,Rear Seat Headrest,Adjustable Headrest,Rear Seat Centre Arm Rest,Rear AC Vents,Cruise Control,Parking Sensors,Real-Time Vehicle Tracking,KeyLess Entry,Engine Start/Stop Button,Voice Commands,USB Charger,Hands-Free Tailgate,Gear Shift Indicator,Luggage Hook & Net,Idle Start-Stop System,Follow Me Home Headlamps,Additional Features,Power Windows,Cup Holders,Tachometer,Leather Wrapped Steering Wheel,Glove Box,Adjustable Headlamps,Rear Window Defogger,Wheel Covers,Alloy Wheels,Outside Rear View Mirror Turn Indicators,Integrated Antenna,Projector Headlamps,Automatic Headlamps,Fog Lights,Antenna,Sunroof,Boot Opening,Outside Rear View Mirror (ORVM),Tyre Size,Tyre Type,Wheel Size,LED DRLs,LED Headlamps,LED Fog Lamps,Anti-lock Braking System (ABS),Central Locking,No. of Airbags,Driver Airbag,Passenger Airbag,Side Airbag,Side Airbag-Rear,Day & Night Rear View Mirror,Curtain Airbag,Electronic Brakeforce Distribution (EBD),Seat Belt Warning,Tyre Pressure Monitoring System (TPMS),Engine Immobilizer,Electronic Stability Control (ESC),Rear Camera,Anti-Theft Device,Anti-Pinch Power Windows,Speed Alert,Speed Sensing Auto Door Lock,ISOFIX Child Seat Mounts,Pretensioners & Force Limiter Seatbelts,Hill Assist,Impact Sensing Auto Door Unlock,360 View Camera,Global NCAP Safety Rating,Global NCAP Child Safety Rating,Radio,Wireless Phone Charging,Bluetooth Connectivity,Touchscreen,Touchscreen Size,Android Auto,Apple CarPlay,Usb Ports,Speakers,Driver Attention Warning,Live Location,Over the Air (OTA) Updates,Google / Alexa Connectivity,Over Speeding Alert,Tow Away Alert,Smartwatch App,Valet Mode,Remote Door Lock/Unlock,Geo-fence Alert,No. of Speakers,Secondary Fuel Type,Secondary Fuel Tank Capacity,Alloy Wheel Size Front,Alloy Wheel Size Rear,Tweeters,Braking (100-0kmph),0-100Kmph (Tested),Quarter Mile (Tested),Braking (80-0 kmph),Remote Climate Control (A/C),Low Fuel Warning Light,Height Adjustable Front Seat Belts,Lumbar Support,Foldable Rear Seat,Smart Access Card Entry,Paddle Shifters,Central Console Armrest,Electronic Multi-Tripmeter,Fabric Upholstery,Digital Clock,Outside Temperature Display,Dual Tone Dashboard,Fog Lights - Front,Rear Window Wiper,Rear Window Washer,Power Antenna,Chrome Grille,Chrome Garnish,Halogen Headlamps,LED Taillights,Brake Assist,Power Door Locks,Child Safety Locks,Anti-Theft Alarm,Passenger Side Rear View Mirror,Rear Seat Belts,Door Ajar Warning,Adjustable Seats,Crash Sensor,EBD,Integrated 2DIN Audio,USB & Auxiliary input,Connectivity,Digital Odometer,Digital Cluster,Upholstery,Remote Immobiliser,E-Call & I-Call,Remote AC On/Off,SOS / Emergency Assistance,Turbo Charger,Rear Spoiler,Sun Roof,Digital Cluster Size,Reported Boot Space,Blind Spot Camera,Top Speed,Heads-Up Display (HUD),Forward Collision Warning,Automatic Emergency Braking,Oncoming Lane Mitigation,Speed Assist System,Traffic Sign Recognition,Blind Spot Collision Avoidance Assist,Lane Departure Warning,Lane Keep Assist,Lane Departure Prevention Assist,Road Departure Mitigation System,Adaptive Cruise Control,Leading Vehicle Departure Alert,Adaptive High Beam Assist,Rear Cross Traffic Alert,Rear Cross Traffic Collision-Avoidance Assist,Unauthorised Vehicle entry,Front Tread,Acceleration,0-100kmph,Braking (60-0 kmph),Valve Configuration,City driveability (20-80kmph),Cooled Glovebox,Glove Box light,Roof Rails,Inbuilt Assistant,Navigation with Live Traffic,Send POI to Vehicle From App,In Car Remote Control App,Steering Gear Type,Ventilated Seats,Puddle Lamps,Hill Descent Control,Electric Adjustable Seats,Active noise cancellation,Rear Curtain,Battery Saver,Rear Window Sunblind,Rear Windscreen Sunblind,Leather wrap gear-shift selector,Cigarette Lighter,Headlamp Washers,Rain Sensing Wiper,Roof Carrier,Side Stepper,Smoke Headlamps,Heated Outside Rear View Mirror,Knee Airbags,Blind Spot Monitor,Autonomous Parking,PUC Expiry,Insurance Expiry,E-Manual,Digital Car Key,Live Weather,Remote Vehicle Ignition Start/Stop,Remote Boot Open,Rear Tread,Air Quality Control,Tailgate Ajar Warning,Fuel Supply System,Approach Angle,Break-over Angle,Departure Angle,Motor Type,Battery Type,Drive Modes,Drive Mode Types,Tinted Glass,Subwoofer,Remote Vehicle Status Check,SOS Button,Remote Trunk Opener,Remote Fuel Lid Opener,Trunk Opener,Centrally Mounted Fuel Tank,Engine Check Warning,Voice assisted sunroof,Audio System Remote Control,Compass,Cornering Foglamps,Traction Control,RSA,Boot Space Rear Seat Folding,Lane Change Indicator,Wi-Fi Connectivity,Inbuilt Apps,Shock Absorbers Type,Folding Table in The Rear,Convertible Top,Engine Start Alarm,Save Route/Place,Cornering Headlamps,Xenon Headlamps,Battery Capacity,Motor Power,Range,Charging Time (A.C),Charging Time (D.C),Regenerative Braking,Regenerative Braking Levels,Charging Port,Charging Options,Charger Type,Charging Time (15 A Plug Point),Charging Time (7.2 kW AC Fast Charger),Acceleration 0-100kmph,Charging Time,Fast Charging,Vechicle to Vehicle Charging,Vehicle to Load Charging,Acoustic Vehicle Alert System,Hinglish Voice Commands,Inbuilt APPs,Range - Tested,Acceleration 0-60kmph,Ground Clearance (Laden),Crash Notification,Charging Time (50 kW DC Fast Charger),Battery Warranty,Ambient  Light Colour (numbers),Rear Entertainment System,Rear Touchscreen,Rear Touch Screen size,Heated Seats,Leather Seats,Driving Experience Control Eco,Lighting,Bharat NCAP Safety Rating,Emission Control System,Bharat NCAP Child Safety Rating,MirrorLink,Wireless Charging,Fog Lights - Rear,Navigation System,Dual Tone Body Colour,Internal Storage,Running Cost,Heated Wing Mirror,Power Boot,Find My Car location,Smart Key Band,Hybrid Type,Super Charge,Drag Coefficient,Petrol Mileage WLTP,Side Impact Beams,Front Impact Beams,Vehicle Stability Control System,Clutch Lock,4th Gear (40-100kmph),Towing Capacity,Diesel Mileage WLTP,Voice Controlled Ambient Lighting,Mileage,Highway Mileage,Fuel Tank Capacity,Inbuilt_Apps
tata,altroz,XM Plus,8.45 Lakh,1.2L Revotron,1199 cc,86.79bhp@6000rpm,115Nm@3250rpm,3.0,4.0,Manual,5-Speed,Front-Wheel Drive (FWD),Petrol,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,,5m,Disc,Drum,3990 mm,1755 mm,1523 mm,345 Litres,5.0,165 mm,2501 mm,,,5.0,True,True,True,,TRUE,False,True,,,True,,True,False,False,True,Rear,False,False,False,False,,,,,True,,Rear Parcel Shelf,Front & Rear,,True,FALSE,TRUE,TRUE,FALSE,True,False,TRUE,,False,False,FALSE,,FALSE,,Powered & Folding,185/60 R16,Tyre Type,16 Inch,False,False,,True,True,2.0,True,TRUE,False,False,,FALSE,True,True,,True,True,With Guidedlines,,,True,True,True,Driver and Passenger,,True,False,5 Star,,True,False,True,TRUE,7 inch,False,False,TRUE,Front & Rear,,False,,,,,,False,False,False,4.0,,,,,,,,,,,,False,,,,,FALSE,,,,,,,FALSE,FALSE,,,,True,True,,,,,,,True,,,,,,,,No Digital Cluster,,False,,,,FALSE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,False,,,,,,,,,,FALSE,,,,,,,,,,,,,False,,,,,,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.33 kmpl,,37 Litres,nan
tata,altroz,XE CNG,8.57 Lakh,1.2L iCNG,1199 cc,72.49bhp@6000rpm,103Nm@3500rpm,3.0,4.0,Manual,5-Speed,Front-Wheel Drive (FWD),CNG,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,,5m,Disc,Drum,3990 mm,1755 mm,1523 mm,210 Litres,5.0,165 mm,2501 mm,,,5.0,True,True,True,,FALSE,False,True,,,True,,True,False,False,False,Rear,False,False,False,False,,,,,False,,,Front Only,,True,FALSE,TRUE,TRUE,FALSE,False,False,TRUE,,False,False,FALSE,,FALSE,,Powered,165/80 R14,Tyre Type,14 Inch,False,False,,True,True,2.0,True,TRUE,False,False,,FALSE,True,True,,True,True,FALSE,,,True,True,True,Driver and Passenger,,True,False,5 Star,,False,False,False,FALSE,unknown,False,False,FALSE,FALSE,,False,,,,,,False,False,False,,Petrol,37.0,,,,,,,,,,False,,,,,FALSE,,,,,,,FALSE,FALSE,,,,True,True,,,,,,,True,,,,,,,,No Digital Cluster,,False,,,,FALSE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,False,,,,,,,,,,FALSE,,,,,,,,FALSE,,,,,False,,,,,,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2 km/kg,,60 Litres,nan
tata,altroz,XM Plus S,8.78 Lakh,1.2L Revotron,1199 cc,86.79bhp@6000rpm,115Nm@3250rpm,3.0,4.0,Manual,5-Speed,Front-Wheel Drive (FWD),Petrol,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,,5m,Disc,Drum,3990 mm,1755 mm,1523 mm,345 Litres,5.0,165 mm,2501 mm,,,5.0,True,True,True,,TRUE,False,True,,,True,,True,False,False,True,Rear,False,False,False,False,,,,,True,,Rear Parcel Shelf,Front & Rear,,True,FALSE,TRUE,TRUE,FALSE,True,False,TRUE,,False,True,FALSE,,Single Pane,,Powered & Folding,185/60 R16,Tyre Type,16 Inch,False,False,,True,True,2.0,True,TRUE,False,False,,FALSE,True,True,,True,True,With Guidedlines,,,True,True,True,Driver and Passenger,,True,False,5 Star,,True,False,True,TRUE,7 inch,False,False,TRUE,Front & Rear,,False,,,,,,False,False,False,4.0,,,,,,,,,,,,False,,,,,FALSE,,,,,,,FALSE,FALSE,,,,True,True,,,,,,,True,,,,,,,,No Digital Cluster,,False,,,,FALSE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,False,,,,,,,,,,FALSE,,,,,,,,,,,,,False,,,,,,True,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.33 kmpl,,37 Litres,nan
tata,altroz,XT,9.22 Lakh,1.2L Revotron,1199 cc,86.79bhp@6000rpm,115Nm@3250rpm,3.0,4.0,Manual,5-Speed,Front-Wheel Drive (FWD),Petrol,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,,5m,Disc,Drum,3990 mm,1755 mm,1523 mm,345 Litres,5.0,165 mm,2501 mm,,,5.0,True,True,True,,TRUE,True,True,,,True,,True,False,False,True,Rear,False,True,True,False,,,,,True,,Rear Parcel Shelf,Front & Rear,,True,FALSE,TRUE,TRUE,TRUE,True,False,TRUE,,False,False,Front,,FALSE,,Powered & Folding,185/60 R16,Tyre Type,16 Inch,True,True,,True,True,2.0,True,TRUE,False,False,,FALSE,True,True,,True,True,With Guidedlines,,,True,True,True,Driver and Passenger,,True,False,5 Star,,True,False,True,TRUE,7 inch,False,False,TRUE,Front & Rear,,False,,,,,,False,False,False,4.0,,,,,,,,,,,,False,,,,,FALSE,,,,,,,FALSE,FALSE,,,,False,True,,,,,,,True,,,,,,,,No Digital Cluster,,False,,,,FALSE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,False,,,,,,,,,,FALSE,,,,,,,,,,,,,False,,,,,,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.33 kmpl,,37 Litres,nan
tata,altroz,XM Plus CNG,9.5 Lakh,1.2L iCNG,1199 cc,72.49bhp@6000rpm,103Nm@3500rpm,3.0,4.0,Manual,5-Speed,Front-Wheel Drive (FWD),CNG,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,,5m,Disc,Drum,3990 mm,1755 mm,1523 mm,210 Litres,5.0,165 mm,2501 mm,,,5.0,True,True,True,,FALSE,False,True,,,True,,True,False,False,False,Rear,False,False,False,False,,,,,False,,Rear Parcel Shelf,Front & Rear,,True,FALSE,TRUE,TRUE,FALSE,True,False,TRUE,,False,False,FALSE,,FALSE,,Powered & Folding,185/60 R16,Tyre Type,16 Inch,False,False,,True,True,2.0,True,TRUE,False,False,,FALSE,True,True,,True,True,FALSE,,,True,True,True,Driver and Passenger,,True,False,5 Star,,True,False,True,TRUE,7 inch,False,False,TRUE,Front & Rear,,False,,,,,,False,False,False,4.0,Petrol,37.0,,,,,,,,,,False,,,,,FALSE,,,,,,,FALSE,FALSE,,,,True,True,,,,,,,True,,,,,,,,No Digital Cluster,,False,,,,FALSE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,False,,,,,,,,,,FALSE,,,,,,,,,,,,,False,,,,,,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2 km/kg,,60 Litres,nan
tata,altroz,XMA Plus DCT,9.55 Lakh,1.2L Revotron,1199 cc,86.79bhp@6000rpm,115Nm@3250rpm,3.0,4.0,Automatic,6-Speed-DCT,Front-Wheel Drive (FWD),Petrol,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,,5m,Disc,Drum,3990 mm,1755 mm,1523 mm,345 Litres,5.0,165 mm,2501 mm,,,5.0,True,True,True,,FALSE,False,True,,,True,,True,False,False,False,Rear,False,False,False,False,,,,,False,,Rear Parcel Shelf,Front & Rear,,True,FALSE,TRUE,TRUE,FALSE,True,False,TRUE,,False,False,FALSE,,FALSE,,Powered & Folding,185/60 R16,Tyre Type,16 Inch,False,False,,True,True,2.0,True,TRUE,False,False,,FALSE,True,True,,True,True,FALSE,,,True,True,True,Driver and Passenger,,True,False,5 Star,,True,False,True,TRUE,7 inch,False,False,TRUE,Front & Rear,,False,,,,,,False,False,False,4.0,,,,,,,,,,,,False,,,,,FALSE,,,,,,,FALSE,FALSE,,,,True,True,,,,,,,True,,,,,,,,No Digital Cluster,,False,,,,FALSE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,False,,,,,,,,,,FALSE,,,,,,,,,,,,,False,,,,,,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5 kmpl,,37 Litres,nan
tata,altroz,XZ,9.77 Lakh,1.2L Revotron,1199 cc,86.79bhp@6000rpm,115Nm@3250rpm,3.0,4.0,Manual,5-Speed,Front-Wheel Drive (FWD),Petrol,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,,5m,Disc,Drum,3990 mm,1755 mm,1523 mm,345 Litres,5.0,165 mm,2501 mm,,,5.0,True,True,True,,TRUE,True,True,,,True,,True,True,True,True,Rear,False,True,True,False,,,,,True,,"Electric Temperature Control,15L Cooled Glove Box",Front & Rear,,True,FALSE,TRUE,TRUE,TRUE,False,True,TRUE,,True,True,Front,,FALSE,,Powered & Folding,185/60 R16,Tyre Type,,True,True,,True,True,2.0,True,TRUE,False,False,,FALSE,True,True,,True,True,With Guidedlines,,,True,True,True,Driver and Passenger,,True,False,5 Star,,True,False,True,TRUE,7 inch,False,False,TRUE,Front & Rear,,False,,,,,,False,False,False,4.0,,,16 Inch,16 Inch,,,,,,,,True,,,,,FALSE,,,,,,,TRUE,TRUE,,,,False,True,,,,,,,True,,,,,,,,No Digital Cluster,,False,,,,FALSE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,False,,,,,,,,,,FALSE,,,,,,,,,,,,,False,,,,,,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.33 kmpl,,37 Litres,nan
tata,altroz,XM Plus S CNG,9.83 Lakh,1.2L iCNG,1199 cc,72.49bhp@6000rpm,103Nm@3500rpm,3.0,4.0,Manual,5-Speed,Front-Wheel Drive (FWD),CNG,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,,5m,Disc,Drum,3990 mm,1755 mm,1523 mm,210 Litres,5.0,165 mm,2501 mm,,,5.0,True,True,True,,FALSE,False,True,,,True,,True,False,False,False,Rear,False,False,False,False,,,,,False,,Rear Parcel Shelf,Front & Rear,,True,FALSE,TRUE,TRUE,FALSE,True,False,TRUE,,False,True,FALSE,,Single Pane,,Powered & Folding,185/60 R16,Tyre Type,16 Inch,False,False,,True,True,2.0,True,TRUE,False,False,,FALSE,True,True,,True,True,FALSE,,,True,True,True,Driver and Passenger,,True,False,5 Star,,True,False,True,TRUE,7 inch,False,False,TRUE,Front & Rear,,False,,,,,,False,False,False,4.0,Petrol,37.0,,,,,,,,,,False,,,,,FALSE,,,,,,,FALSE,FALSE,,,,True,True,,,,,,,True,,,,,,,,No Digital Cluster,,False,,,,FALSE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,False,,,,,,,,,,FALSE,,,,,,,,,,,,,False,,,,,,True,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2 km/kg,,60 Litres,nan
tata,altroz,XMA Plus S DCT,9.88 Lakh,1.2L Revotron,1199 cc,86.79bhp@6000rpm,115Nm@3250rpm,3.0,4.0,Automatic,6-Speed-DCT,Front-Wheel Drive (FWD),Petrol,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,,5m,Disc,Drum,3990 mm,1755 mm,1523 mm,345 Litres,5.0,165 mm,2501 mm,,,5.0,True,True,True,,FALSE,False,True,,,True,,True,False,False,False,Rear,False,False,False,False,,,,,False,,Rear Parcel Shelf,Front & Rear,,True,FALSE,TRUE,TRUE,FALSE,True,False,TRUE,,False,True,FALSE,,Single Pane,,Powered & Folding,185/60 R16,Tyre Type,16 Inch,False,False,,True,True,2.0,True,TRUE,False,False,,FALSE,True,True,,True,True,FALSE,,,True,True,True,Driver and Passenger,,True,False,5 Star,,True,False,True,TRUE,7 inch,False,False,TRUE,Front & Rear,,False,,,,,,False,False,False,4.0,,,,,,,,,,,,False,,,,,FALSE,,,,,,,FALSE,FALSE,,,,True,True,,,,,,,True,,,,,,,,No Digital Cluster,,False,,,,FALSE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,False,,,,,,,,,,FALSE,,,,,,,,,,,,,False,,,,,,True,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5 kmpl,,37 Litres,nan
tata,altroz,XM Plus Diesel,10.03 Lakh,1.5L Turbocharged Revotorq,1497 cc,88.76bhp@4000rpm,200Nm@1250-3000rpm,4.0,4.0,Manual,5-Speed,Front-Wheel Drive (FWD),Diesel,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,,5m,Disc,Drum,3990 mm,1755 mm,1523 mm,345 Litres,5.0,165 mm,2501 mm,,,5.0,True,True,True,,FALSE,False,True,,,True,,True,False,False,False,Rear,False,False,False,False,,,,,False,,Rear Parcel Shelf,Front & Rear,,True,FALSE,TRUE,TRUE,FALSE,True,False,TRUE,,False,False,FALSE,,FALSE,,Powered & Folding,185/60 R16,Tyre Type,16 Inch,False,False,,True,True,2.0,True,TRUE,False,False,,FALSE,True,True,,True,True,FALSE,,,True,True,True,Driver and Passenger,,True,False,5 Star,,True,False,True,TRUE,7 inch,False,False,TRUE,Front & Rear,,False,,,,,,False,False,False,4.0,,,,,,,,,,,,False,,,,,FALSE,,,,,,,FALSE,FALSE,,,,True,True,,,,,,,True,,,,,,,,No Digital Cluster,,False,,,,TRUE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,False,,,,,,,,,,FALSE,,,,,,,,,,,,,False,,,,,,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.64 kmpl,,37 Litres,nan
tata,altroz,XZ LUX,10.1 Lakh,1.2L Revotron,1199 cc,86.79bhp@6000rpm,115Nm@3250rpm,3.0,4.0,Manual,5-Speed,Front-Wheel Drive (FWD),Petrol,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,,5m,Disc,Drum,3990 mm,1755 mm,1523 mm,345 Litres,5.0,165 mm,2501 mm,,,5.0,True,True,True,,TRUE,True,True,,,True,,True,True,True,True,Rear,False,True,True,False,,,,,True,,"Rear Parcel Shelf,Ambient Lighting on Dashboard",Front & Rear,,True,FALSE,TRUE,TRUE,TRUE,False,True,TRUE,,True,True,Front,,FALSE,,Powered & Folding,185/60 R16,Tyre Type,,True,True,,True,True,2.0,True,TRUE,False,False,,FALSE,True,True,,True,True,With Guidedlines,,,True,True,True,Driver and Passenger,,True,True,5 Star,,True,False,True,TRUE,10.25 inch,True,True,TRUE,Front & Rear,,False,,,,,,False,False,False,4.0,,,16 Inch,16 Inch,,,,,,,,True,,,,,FALSE,,,,,,,TRUE,TRUE,,,,False,True,,,,,,,True,,,,,,,,No Digital Cluster,,False,,,,FALSE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,True,,,,,,,,,,FALSE,,,,,,,,,,,,,False,,,,,,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.33 kmpl,,37 Litres,nan
tata,altroz,XTA DCT,10.32 Lakh,1.2L Revotron,1199 cc,86.79bhp@6000rpm,115Nm@3250rpm,3.0,4.0,Automatic,6-Speed-DCT,Front-Wheel Drive (FWD),Petrol,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,,5m,Disc,Drum,3990 mm,1755 mm,1523 mm,345 Litres,5.0,165 mm,2501 mm,,,5.0,True,True,True,,FALSE,True,True,,,True,,True,False,False,True,Rear,False,True,True,False,,,,,False,,"17.78cm Floating Dashtop Harman Infotainment,2 Tweeters,Voice Command Recognition - Climate control,Smartphone Integration with Connectnext App Suite,Whatsapp and text message Readout,Personalized Wallpaper,Drivenext(Driving Score),Hindi/English/Hinglish Voice Assist,OK Google and SIRI Connection via Bluetooth,What3Words - Address Based Navigation",Front & Rear,,True,FALSE,TRUE,TRUE,FALSE,True,False,TRUE,,False,False,Front,,FALSE,,Powered & Folding,185/60 R16,Tyre Type,16 Inch,True,True,,True,True,2.0,True,TRUE,False,False,,FALSE,True,True,,True,True,With Guidedlines,,,True,True,True,Driver and Passenger,,True,False,5 Star,,True,,True,TRUE,7 inch,True,True,TRUE,Front & Rear,,False,,,,,,False,False,False,4.0,,,,,,,,,,,,False,,,,,FALSE,,,,,,,FALSE,FALSE,,,,False,True,,,,,,,True,,,,True,,,,No Digital Cluster,,False,,,,FALSE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,False,,,,,,,,,,FALSE,,,,,,,,,,,,,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5 kmpl,,37 Litres,nan
tata,altroz,XZ Plus S,10.32 Lakh,1.2L Revotron,1199 cc,86.79bhp@6000rpm,115Nm@3250rpm,3.0,4.0,Manual,5-Speed,Front-Wheel Drive (FWD),Petrol,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,,5m,Disc,Drum,3990 mm,1755 mm,1523 mm,345 Litres,5.0,165 mm,2501 mm,,,5.0,True,True,True,,TRUE,True,True,,,True,,True,True,True,True,Rear,False,True,True,False,,,,,True,,Black Roof,Front & Rear,,True,TRUE,TRUE,TRUE,TRUE,False,True,TRUE,,True,True,Front,,Single Pane,,Powered & Folding,185/60 R16,Tyre Type,,True,True,,True,True,2.0,True,TRUE,False,False,,FALSE,True,True,,True,True,With Guidedlines,,,True,True,True,Driver and Passenger,,True,True,5 Star,,True,True,True,TRUE,10.25 inch,True,True,TRUE,Front & Rear,,False,,,,,,False,False,False,4.0,,,16 Inch,16 Inch,,,,,,,,True,,,,,With Storage,,,,,,,TRUE,TRUE,,,,False,True,,,,,,,True,,,,,,,,Full Digital,,False,,,,FALSE,TRUE,,7 inch,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,True,,,,,,,,,,FALSE,,,,,,,,,,,,,False,,,,,,True,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.33 kmpl,,37 Litres,nan
tata,altroz,XM Plus S Diesel,10.37 Lakh,1.5L Turbocharged Revotorq,1497 cc,88.76bhp@4000rpm,200Nm@1250-3000rpm,4.0,4.0,Manual,5-Speed,Front-Wheel Drive (FWD),Diesel,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,,5m,Disc,Drum,3990 mm,1755 mm,1523 mm,345 Litres,5.0,165 mm,2501 mm,,,5.0,True,True,True,,FALSE,False,True,,,True,,True,False,False,False,Rear,False,False,False,False,,,,,False,,Rear Parcel Shelf,Front & Rear,,True,FALSE,TRUE,TRUE,FALSE,True,False,TRUE,,False,True,FALSE,,Single Pane,,Powered & Folding,185/60 R16,Tyre Type,16 Inch,False,False,,True,True,2.0,True,TRUE,False,False,,FALSE,True,True,,True,True,FALSE,,,True,True,True,Driver and Passenger,,True,False,5 Star,,True,False,True,TRUE,7 inch,False,False,TRUE,Front & Rear,,False,,,,,,False,False,False,4.0,,,,,,,,,,,,False,,,,,FALSE,,,,,,,FALSE,FALSE,,,,True,True,,,,,,,True,,,,,,,,No Digital Cluster,,False,,,,TRUE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,False,,,,,,,,,,FALSE,,,,,,,,,,,,,False,,,,,,True,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.64 kmpl,,37 Litres,nan
