brand,car_name,variant,price,Engine Type,Displacement,Max Power,Max Torque,No. of Cylinders,Valves Per Cylinder,Transmission Type,Gearbox,Drive Type,Fuel Type,Emission Norm Compliance,Front Suspension,Rear Suspension,Steering Type,Steering Column,Turning Radius,Front Brake Type,Rear Brake Type,Length,Width,Height,Boot Space,Seating Capacity,Ground Clearance Unladen,Wheel Base,Kerb Weight,Gross Weight,No. of Doors,Power Steering,Air Conditioner,Heater,Adjustable Steering,Height Adjustable Driver Seat,Automatic Climate Control,Accessory Power Outlet,Trunk Light,Vanity Mirror,Rear Reading Lamp,Rear Seat Headrest,Adjustable Headrest,Rear Seat Centre Arm Rest,Rear AC Vents,Cruise Control,Parking Sensors,Real-Time Vehicle Tracking,KeyLess Entry,Engine Start/Stop Button,Voice Commands,USB Charger,Hands-Free Tailgate,Gear Shift Indicator,Luggage Hook & Net,Idle Start-Stop System,Follow Me Home Headlamps,Additional Features,Power Windows,Cup Holders,Tachometer,Leather Wrapped Steering Wheel,Glove Box,Adjustable Headlamps,Rear Window Defogger,Wheel Covers,Alloy Wheels,Outside Rear View Mirror Turn Indicators,Integrated Antenna,Projector Headlamps,Automatic Headlamps,Fog Lights,Antenna,Sunroof,Boot Opening,Outside Rear View Mirror (ORVM),Tyre Size,Tyre Type,Wheel Size,LED DRLs,LED Headlamps,LED Fog Lamps,Anti-lock Braking System (ABS),Central Locking,No. of Airbags,Driver Airbag,Passenger Airbag,Side Airbag,Side Airbag-Rear,Day & Night Rear View Mirror,Curtain Airbag,Electronic Brakeforce Distribution (EBD),Seat Belt Warning,Tyre Pressure Monitoring System (TPMS),Engine Immobilizer,Electronic Stability Control (ESC),Rear Camera,Anti-Theft Device,Anti-Pinch Power Windows,Speed Alert,Speed Sensing Auto Door Lock,ISOFIX Child Seat Mounts,Pretensioners & Force Limiter Seatbelts,Hill Assist,Impact Sensing Auto Door Unlock,360 View Camera,Global NCAP Safety Rating,Global NCAP Child Safety Rating,Radio,Wireless Phone Charging,Bluetooth Connectivity,Touchscreen,Touchscreen Size,Android Auto,Apple CarPlay,Usb Ports,Speakers,Driver Attention Warning,Live Location,Over the Air (OTA) Updates,Google / Alexa Connectivity,Over Speeding Alert,Tow Away Alert,Smartwatch App,Valet Mode,Remote Door Lock/Unlock,Geo-fence Alert,No. of Speakers,Secondary Fuel Type,Secondary Fuel Tank Capacity,Alloy Wheel Size Front,Alloy Wheel Size Rear,Tweeters,Braking (100-0kmph),0-100Kmph (Tested),Quarter Mile (Tested),Braking (80-0 kmph),Remote Climate Control (A/C),Low Fuel Warning Light,Height Adjustable Front Seat Belts,Lumbar Support,Foldable Rear Seat,Smart Access Card Entry,Paddle Shifters,Central Console Armrest,Electronic Multi-Tripmeter,Fabric Upholstery,Digital Clock,Outside Temperature Display,Dual Tone Dashboard,Fog Lights - Front,Rear Window Wiper,Rear Window Washer,Power Antenna,Chrome Grille,Chrome Garnish,Halogen Headlamps,LED Taillights,Brake Assist,Power Door Locks,Child Safety Locks,Anti-Theft Alarm,Passenger Side Rear View Mirror,Rear Seat Belts,Door Ajar Warning,Adjustable Seats,Crash Sensor,EBD,Integrated 2DIN Audio,USB & Auxiliary input,Connectivity,Digital Odometer,Digital Cluster,Upholstery,Remote Immobiliser,E-Call & I-Call,Remote AC On/Off,SOS / Emergency Assistance,Turbo Charger,Rear Spoiler,Sun Roof,Digital Cluster Size,Reported Boot Space,Blind Spot Camera,Top Speed,Heads-Up Display (HUD),Forward Collision Warning,Automatic Emergency Braking,Oncoming Lane Mitigation,Speed Assist System,Traffic Sign Recognition,Blind Spot Collision Avoidance Assist,Lane Departure Warning,Lane Keep Assist,Lane Departure Prevention Assist,Road Departure Mitigation System,Adaptive Cruise Control,Leading Vehicle Departure Alert,Adaptive High Beam Assist,Rear Cross Traffic Alert,Rear Cross Traffic Collision-Avoidance Assist,Unauthorised Vehicle entry,Front Tread,Acceleration,0-100kmph,Braking (60-0 kmph),Valve Configuration,City driveability (20-80kmph),Cooled Glovebox,Glove Box light,Roof Rails,Inbuilt Assistant,Navigation with Live Traffic,Send POI to Vehicle From App,In Car Remote Control App,Steering Gear Type,Ventilated Seats,Puddle Lamps,Hill Descent Control,Electric Adjustable Seats,Active noise cancellation,Rear Curtain,Battery Saver,Rear Window Sunblind,Rear Windscreen Sunblind,Leather wrap gear-shift selector,Cigarette Lighter,Headlamp Washers,Rain Sensing Wiper,Roof Carrier,Side Stepper,Smoke Headlamps,Heated Outside Rear View Mirror,Knee Airbags,Blind Spot Monitor,Autonomous Parking,PUC Expiry,Insurance Expiry,E-Manual,Digital Car Key,Live Weather,Remote Vehicle Ignition Start/Stop,Remote Boot Open,Rear Tread,Air Quality Control,Tailgate Ajar Warning,Fuel Supply System,Approach Angle,Break-over Angle,Departure Angle,Motor Type,Battery Type,Drive Modes,Drive Mode Types,Tinted Glass,Subwoofer,Remote Vehicle Status Check,SOS Button,Remote Trunk Opener,Remote Fuel Lid Opener,Trunk Opener,Centrally Mounted Fuel Tank,Engine Check Warning,Voice assisted sunroof,Audio System Remote Control,Compass,Cornering Foglamps,Traction Control,RSA,Boot Space Rear Seat Folding,Lane Change Indicator,Wi-Fi Connectivity,Inbuilt Apps,Shock Absorbers Type,Folding Table in The Rear,Convertible Top,Engine Start Alarm,Save Route/Place,Cornering Headlamps,Xenon Headlamps,Battery Capacity,Motor Power,Range,Charging Time (A.C),Charging Time (D.C),Regenerative Braking,Regenerative Braking Levels,Charging Port,Charging Options,Charger Type,Charging Time (15 A Plug Point),Charging Time (7.2 kW AC Fast Charger),Acceleration 0-100kmph,Charging Time,Fast Charging,Vechicle to Vehicle Charging,Vehicle to Load Charging,Acoustic Vehicle Alert System,Hinglish Voice Commands,Inbuilt APPs,Range - Tested,Acceleration 0-60kmph,Ground Clearance (Laden),Crash Notification,Charging Time (50 kW DC Fast Charger),Battery Warranty,Ambient  Light Colour (numbers),Rear Entertainment System,Rear Touchscreen,Rear Touch Screen size,Heated Seats,Leather Seats,Driving Experience Control Eco,Lighting,Bharat NCAP Safety Rating,Emission Control System,Bharat NCAP Child Safety Rating,MirrorLink,Wireless Charging,Fog Lights - Rear,Navigation System,Dual Tone Body Colour,Internal Storage,Running Cost,Heated Wing Mirror,Power Boot,Find My Car location,Smart Key Band,Hybrid Type,Super Charge,Drag Coefficient,Petrol Mileage WLTP,Side Impact Beams,Front Impact Beams,Vehicle Stability Control System,Clutch Lock,4th Gear (40-100kmph),Towing Capacity,Diesel Mileage WLTP,Voice Controlled Ambient Lighting,Mileage,Highway Mileage,Fuel Tank Capacity,Inbuilt_Apps
hyundai,venue,SX Opt Knight Turbo DCT,15.46 Lakh,1.0 l Kappa Turbo,998 cc,118bhp@6000rpm,172Nm@1500-4000rpm,3.0,4.0,Automatic,7-Speed-DCT,Front-Wheel Drive (FWD),Petrol,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt Steering,unknown,Disc,Drum,3995 mm,1770 mm,1617 mm,350 Litres,5.0,,2500 mm,,,5.0,True,True,True,Height only,TRUE,True,True,True,,,Adjustable,True,,True,True,Rear,,True,True,True,Front & Rear,,,True,True,True,"Multiple regional language,Ambient sounds of nature",Front & Rear,Front Only,True,TRUE,TRUE,TRUE,TRUE,False,True,TRUE,True,True,True,,Shark Fin,Single Pane,,Powered & Folding,215/60 R16,Tubeless Radial,,True,True,,True,True,6.0,True,TRUE,True,False,TRUE,TRUE,True,True,TRUE,True,True,With Guidedlines,True,,True,True,True,Driver and Passenger,True,True,,,,True,True,True,TRUE,8 inch,True,True,TRUE,Front & Rear,False,,True,True,True,,,,,,4.0,,,16 Inch,16 Inch,2.0,,,,,,,,,60:40 Split,,True,With Storage,,,,,,,TRUE,TRUE,,,,False,True,True,,,True,,,,,,,,,,,Full Digital,Leatherette,,,,,TRUE,,,,,,165 kmph,,False,,,,,,False,False,,,,False,False,,,,,,,,,,True,,TRUE,,,,,,,True,,,,,True,,,True,,,,,,,,,,,,,,,,True,,,TRUE,,Gasoline Direct Injection (GDi),,,,,,3,"Eco, Normal & Sport",,,,True,,,,,,True,,,,,True,,True,,Bluelink,,,,,,True,,,,,,,,,,,,,,,,,,,,,Bluelink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.31 kmpl,19 kmpl,45 Litres,Bluelink
hyundai,venue,SX Opt Turbo Adventure DCT,15.51 Lakh,1.0 l Kappa Turbo,998 cc,118bhp@6000rpm,172Nm@1500-4000rpm,3.0,4.0,Automatic,7-Speed-DCT,Front-Wheel Drive (FWD),Petrol,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt Steering,unknown,Disc,Drum,3995 mm,1770 mm,1617 mm,350 Litres,5.0,,2500 mm,,,5.0,True,True,True,Height only,TRUE,True,True,True,,,Adjustable,True,,True,True,Rear,,True,True,True,Front & Rear,,,True,True,True,"Multiple regional language,Ambient sounds of nature",Front & Rear,Front Only,True,TRUE,TRUE,TRUE,TRUE,False,True,TRUE,True,True,True,,Shark Fin,Single Pane,,Powered & Folding,215/60 R16,Tubeless Radial,,True,True,,True,True,6.0,True,TRUE,True,False,TRUE,TRUE,True,True,TRUE,True,True,With Guidedlines,,,True,True,True,Driver and Passenger,True,True,,,,True,True,True,TRUE,8 inch,True,True,TRUE,Front & Rear,False,,True,True,True,,,,,,4.0,,,16 Inch,16 Inch,2.0,,,,,,,,,60:40 Split,,True,With Storage,,,,,,,TRUE,TRUE,,,,False,True,True,,,True,,,,,,,,,,,Full Digital,Leatherette,,,,,TRUE,,,,,,165 kmph,,False,,,,,,False,False,,,,False,False,,,,,,,,,,True,,TRUE,,,,,,,True,,,,,True,,,True,,,,,,,,,,,,,,,,True,,,TRUE,,Gasoline Direct Injection (GDi),,,,,,3,"Eco, Normal & Sport",,,,True,,,,,,True,,,,,True,,True,,Bluelink,,,,,,True,,,,,,,,,,,,,,,,,,,,,Bluelink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.31 kmpl,18 kmpl,45 Litres,Bluelink
hyundai,venue,SX Opt Turbo DCT DT,15.52 Lakh,1.0 l Kappa Turbo,998 cc,118bhp@6000rpm,172Nm@1500-4000rpm,3.0,4.0,Automatic,7-Speed-DCT,Front-Wheel Drive (FWD),Petrol,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt Steering,unknown,Disc,Drum,3995 mm,1770 mm,1617 mm,350 Litres,5.0,,2500 mm,,,5.0,True,True,True,Height only,TRUE,True,True,True,,,Adjustable,True,,True,True,Rear,,True,True,True,Front & Rear,,,True,True,True,"Multiple regional language,Ambient sounds of nature",Front & Rear,Front Only,True,TRUE,TRUE,TRUE,TRUE,False,True,TRUE,True,True,True,,Shark Fin,Single Pane,,Powered & Folding,215/60 R16,Tubeless Radial,,True,True,,True,True,6.0,True,TRUE,True,False,TRUE,TRUE,True,True,TRUE,True,True,With Guidedlines,,,True,True,True,Driver and Passenger,True,True,,,,True,True,True,TRUE,8 inch,True,True,TRUE,Front & Rear,True,,True,True,True,,,,,,4.0,,,16 Inch,16 Inch,2.0,,,,,,,,,60:40 Split,,True,With Storage,,,,,,,TRUE,TRUE,,,,False,True,True,,,True,,,True,,,,,,,,Full Digital,Leatherette,,,,,TRUE,,,,,,165 kmph,,True,,,,,,True,True,,,,True,True,,,,,,,,,,True,,TRUE,,,,,,,True,,,,,True,,,True,,,,,,,,,,,,,,,,True,,,TRUE,,Gasoline Direct Injection (GDi),,,,,,3,"Eco, Normal & Sport",,,,True,,,,,,True,,,,,True,,True,,Bluelink,,,,,,True,,,,,,,,,,,,,,,,,,,,,Bluelink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.31 kmpl,18 kmpl,45 Litres,Bluelink
hyundai,venue,SX Opt Knight Turbo DCT DT,15.63 Lakh,1.0 l Kappa Turbo,998 cc,118bhp@6000rpm,172Nm@1500-4000rpm,3.0,4.0,Automatic,7-Speed-DCT,Front-Wheel Drive (FWD),Petrol,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt Steering,unknown,Disc,Drum,3995 mm,1770 mm,1617 mm,350 Litres,5.0,,2500 mm,,,5.0,True,True,True,Height only,TRUE,True,True,True,,,Adjustable,True,,True,True,Rear,,True,True,True,Front & Rear,,,True,True,True,"Multiple regional language,Ambient sounds of nature",Front & Rear,Front Only,True,TRUE,TRUE,TRUE,TRUE,False,True,TRUE,True,True,True,,Shark Fin,Single Pane,,Powered & Folding,215/60 R16,Tubeless Radial,,True,True,,True,True,6.0,True,TRUE,True,False,TRUE,TRUE,True,True,TRUE,True,True,With Guidedlines,True,,True,True,True,Driver and Passenger,True,True,,,,True,True,True,TRUE,8 inch,True,True,TRUE,Front & Rear,False,,True,True,True,,,,,,4.0,,,16 Inch,16 Inch,2.0,,,,,,,,,60:40 Split,,True,With Storage,,,,,,,TRUE,TRUE,,,,False,True,True,,,True,,,,,,,,,,,Full Digital,Leatherette,,,,,TRUE,,,,,,165 kmph,,False,,,,,,False,False,,,,False,False,,,,,,,,,,True,,TRUE,,,,,,,True,,Front,,,True,,,True,,,,,,,,,,,,,,,,True,,,TRUE,,Gasoline Direct Injection (GDi),,,,,,3,"Eco, Normal & Sport",,,,True,,,,,,True,,,,,True,,True,,Bluelink,,,,,,True,,,,,,,,,,,,,,,,,,,,,Bluelink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.31 kmpl,18 kmpl,45 Litres,Bluelink
hyundai,venue,SX Opt Turbo Adventure DCT DT,15.68 Lakh,1.0 l Kappa Turbo,998 cc,118bhp@6000rpm,172Nm@1500-4000rpm,3.0,4.0,Automatic,7-Speed-DCT,Front-Wheel Drive (FWD),Petrol,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt Steering,unknown,Disc,Drum,3995 mm,1770 mm,1617 mm,350 Litres,5.0,,2500 mm,,,5.0,True,True,True,Height only,TRUE,True,True,True,,,Adjustable,True,,True,True,Rear,,True,True,True,Front & Rear,,,True,True,True,"Multiple regional language,Ambient sounds of nature",Front & Rear,Front Only,True,TRUE,TRUE,TRUE,TRUE,False,True,TRUE,True,True,True,,Shark Fin,Single Pane,,Powered & Folding,215/60 R16,Tubeless Radial,,True,True,,True,True,6.0,True,TRUE,True,False,TRUE,TRUE,True,True,TRUE,True,True,With Guidedlines,,,True,True,True,Driver and Passenger,True,True,,,,True,True,True,TRUE,8 inch,True,True,TRUE,Front & Rear,False,,True,True,True,,,,,,4.0,,,16 Inch,16 Inch,2.0,,,,,,,,,60:40 Split,,True,With Storage,,,,,,,TRUE,TRUE,,,,False,True,True,,,True,,,,,,,,,,,Full Digital,Leatherette,,,,,TRUE,,,,,,165 kmph,,False,,,,,,False,False,,,,False,False,,,,,,,,,,True,,TRUE,,,,,,,True,,,,,True,,,True,,,,,,,,,,,,,,,,True,,,TRUE,,Gasoline Direct Injection (GDi),,,,,,3,"Eco, Normal & Sport",,,,True,,,,,,True,,,,,True,,True,,Bluelink,,,,,,True,,,,,,,,,,,,,,,,,,,,,Bluelink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.31 kmpl,18 kmpl,45 Litres,Bluelink
hyundai,venue,SX Opt Diesel,15.81 Lakh,1.5 l U2,1493 cc,114bhp@4000rpm,250Nm@1500-2750rpm,4.0,4.0,Manual,6-Speed,Front-Wheel Drive (FWD),Diesel,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt Steering,unknown,Disc,Drum,3995 mm,1770 mm,1617 mm,350 Litres,5.0,,2500 mm,,,5.0,True,True,True,Height only,TRUE,True,True,True,,,Adjustable,True,,True,True,Rear,,True,True,True,Front & Rear,,,True,True,True,"Multiple regional language,Ambient sounds of nature",Front & Rear,Front Only,True,TRUE,TRUE,TRUE,FALSE,False,True,TRUE,True,True,True,,Shark Fin,Single Pane,,Powered & Folding,195/65 R15,Tubeless Radial,,True,True,,True,True,6.0,True,TRUE,True,False,TRUE,TRUE,True,True,TRUE,True,True,With Guidedlines,,,True,True,True,Driver and Passenger,True,True,,,,True,True,True,TRUE,8 inch,True,True,TRUE,Front & Rear,True,,True,True,True,,,,,,4.0,,,16 Inch,16 Inch,2.0,,,,,,,,,60:40 Split,,False,With Storage,,,,,,,TRUE,TRUE,,,,False,True,True,,,True,,,,,,,,,,,Full Digital,Leatherette,,,,,TRUE,,,,,,165 kmph,,True,,,,,,True,True,,,,True,True,,,,,,,,,,True,,TRUE,,,,,,,True,,,,,True,,,True,,,,,,,,,,,,,,,,False,,,FALSE,,Common Rail Direct Injection (CRDi),,,,,,FALSE,FALSE,,,,False,,,,,,True,,,,,False,,True,,Bluelink,,,,,,True,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2 kmpl,20 kmpl,45 Litres,Bluelink
hyundai,venue,SX Opt DT Diesel,15.99 Lakh,1.5 l U2,1493 cc,114bhp@4000rpm,250Nm@1500-2750rpm,4.0,4.0,Manual,6-Speed,Front-Wheel Drive (FWD),Diesel,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt Steering,unknown,Disc,Drum,3995 mm,1770 mm,1617 mm,350 Litres,5.0,,2500 mm,,,5.0,True,True,True,Height only,TRUE,True,True,True,,,Adjustable,True,,True,True,Rear,,True,True,True,Front & Rear,,,True,True,True,"Multiple regional language,Ambient sounds of nature",Front & Rear,Front Only,True,TRUE,TRUE,TRUE,FALSE,False,True,TRUE,True,True,True,,Shark Fin,Single Pane,,Powered & Folding,195/65 R15,Tubeless Radial,,True,True,,True,True,6.0,True,TRUE,True,False,TRUE,TRUE,True,True,TRUE,True,True,With Guidedlines,,,True,True,True,Driver and Passenger,True,True,,,,True,True,True,TRUE,8 inch,True,True,TRUE,Front & Rear,True,,True,True,True,,,,,,4.0,,,16 Inch,16 Inch,2.0,,,,,,,,,60:40 Split,,False,With Storage,,,,,,,TRUE,TRUE,,,,False,True,True,,,True,,,,,,,,,,,Full Digital,Leatherette,,,,,TRUE,,,,,,165 kmph,,True,,,,,,True,True,,,,True,True,,,,,,,,,,True,,TRUE,,,,,,,True,,,,,True,,,True,,,,,,,,,,,,,,,,False,,,FALSE,,Common Rail Direct Injection (CRDi),,,,,,FALSE,FALSE,,,,False,,,,,,True,,,,,False,,True,,Bluelink,,,,,,True,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2 kmpl,20 kmpl,45 Litres,Bluelink
hyundai,verna,EX,12.85 Lakh,1.5L MPi Petrol,1497 cc,113.18bhp@6300rpm,143.8Nm@4500rpm,4.0,4.0,Manual,6-Speed,Front-Wheel Drive (FWD),Petrol,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt Steering,unknown,Disc,Drum,4535 mm,1765 mm,1475 mm,528 Litres,5.0,,2670 mm,,,4.0,True,True,True,TRUE,TRUE,False,True,True,True,True,,True,True,False,False,Rear,,True,False,False,Front & Rear,,,False,False,True,"Black chrome parametric radiator grille,Outside door mirrors(Body colored),Outside door handles (Body colored),Intermittent variable front wiper",Front & Rear,Front & Rear,True,FALSE,TRUE,TRUE,TRUE,True,False,FALSE,False,True,True,,,FALSE,Manual,Powered,185/65 R15,Tubeless,15 Inch,False,False,,True,True,6.0,True,TRUE,True,,TRUE,TRUE,True,True,FALSE,True,True,FALSE,,,True,True,True,Driver and Passenger,True,True,,,,False,False,False,FALSE,,False,False,FALSE,FALSE,False,,,,,,,,,,,,,,,,,,,,,,False,,,,False,FALSE,,,,,,,,,,,,,False,,,,True,,,True,,,,False,,,,,Fabric,,,,,FALSE,FALSE,,,,,210 kmph,,False,,,,,False,False,False,,,False,False,False,False,False,,,,,,,,False,,,,,,,,False,,,FALSE,,False,True,,,False,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,Gas Type,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6 kmpl,,45 Litres,nan
hyundai,verna,S,14.05 Lakh,1.5L MPi Petrol,1497 cc,113.18bhp@6300rpm,143.8Nm@4500rpm,4.0,4.0,Manual,6-Speed,Front-Wheel Drive (FWD),Petrol,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt & Telescopic,unknown,Disc,Drum,4535 mm,1765 mm,1475 mm,528 Litres,5.0,,2670 mm,,,4.0,True,True,True,FALSE,TRUE,True,True,True,True,True,,True,True,True,True,Rear,,True,False,True,Front & Rear,,False,False,True,True,"Horizon LED positioning lamp,Parametric connected LED tail lamps,Black chrome parametric radiator grille,Outside door mirrors(Body colored),Outside door handles (Body colored),Intermittent variable front wiper",,,True,FALSE,TRUE,TRUE,TRUE,False,True,TRUE,True,True,True,,Shark Fin,Single Pane,Manual,Powered,185/65 R15,Tubeless,,True,False,,True,True,6.0,True,TRUE,True,,TRUE,TRUE,True,True,TRUE,True,True,FALSE,,,True,True,True,Driver and Passenger,True,True,,,,True,False,True,TRUE,8 inch,True,True,TRUE,Front & Rear,,,,,,,,,,,4.0,,,15 Inch,15 Inch,,,,,,,,False,,,,False,With Storage,,,,,,,,,,,,,True,,,,True,,,True,,,,True,,"Android Auto, Apple CarPlay",,Full Digital,Fabric,,,,,FALSE,TRUE,,,,,210 kmph,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,False,,,FALSE,,False,True,,,False,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gas Type,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6 kmpl,,,nan
hyundai,verna,SX,15.22 Lakh,1.5L MPi Petrol,1497 cc,113.18bhp@6300rpm,143.8Nm@4500rpm,4.0,4.0,Manual,6-Speed,Front-Wheel Drive (FWD),Petrol,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt & Telescopic,unknown,Disc,Drum,4535 mm,1765 mm,1475 mm,528 Litres,5.0,,2670 mm,,,4.0,True,True,True,TRUE,TRUE,True,True,True,True,True,,True,True,True,True,Front & Rear,,True,True,True,Front & Rear,,,False,True,True,"Horizon LED positioning lamp,Parametric connected LED tail lamps,Black chrome parametric radiator grille,Window belt line satin chrome,Outside door mirrors(Body colored),Outside door handles (Satin chrome),Intermittent variable front wiper",Front & Rear,Front & Rear,True,TRUE,TRUE,TRUE,TRUE,False,True,TRUE,True,False,True,,Shark Fin,Single Pane,Electronic,Powered & Folding,205/55 R16,Tubeless,,True,True,,True,True,6.0,True,TRUE,True,,TRUE,TRUE,True,True,TRUE,True,True,With Guidedlines,,,True,True,True,Driver and Passenger,True,True,,,,True,True,True,TRUE,8 inch,True,True,TRUE,Front & Rear,False,,,,,,,,,,4.0,,,16 Inch,16 Inch,2.0,,,,,,,True,,,,False,With Storage,,,,,,,,,,,,,True,,,,True,,,True,,,,True,,"Android Auto, Apple CarPlay",,Full Digital,Fabric,,,,,FALSE,TRUE,,,,,210 kmph,,False,,,,,False,False,False,,,False,False,False,False,False,,,,,,,,True,,,,,,,,False,,,FALSE,,False,True,,,True,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,Gas Type,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6 kmpl,,45 Litres,nan
hyundai,verna,S iVT,15.75 Lakh,1.5L MPi Petrol,1497 cc,113.18bhp@6300rpm,143.8Nm@4500rpm,4.0,4.0,Automatic,IVT,Front-Wheel Drive (FWD),Petrol,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt & Telescopic,unknown,Disc,Drum,4535 mm,1765 mm,1475 mm,528 Litres,5.0,,2670 mm,,,4.0,True,True,True,FALSE,TRUE,True,True,True,True,True,,True,True,True,True,Rear,,True,False,True,Front & Rear,,,False,True,True,"Horizon LED positioning lamp,Parametric connected LED tail lamps,Black chrome parametric radiator grille,Outside door mirrors(Body colored),Outside door handles (Body colored),Intermittent variable front wiper",Front & Rear,Front & Rear,True,FALSE,TRUE,TRUE,TRUE,False,True,TRUE,True,True,True,,Shark Fin,Single Pane,Manual,Powered,185/65 R15,Tubeless,,True,False,,True,True,6.0,True,TRUE,True,,TRUE,TRUE,True,True,TRUE,True,True,FALSE,,,True,True,True,Driver and Passenger,True,True,,,,True,False,True,TRUE,8 inch,True,True,TRUE,Front & Rear,,,,,,,,,,,4.0,,,15 Inch,15 Inch,,,,,,,,False,,,,True,With Storage,,,,,,,,,,,,,True,,,,True,,,True,,,,True,,"Android Auto, Apple CarPlay",,Full Digital,Fabric,,,,,FALSE,TRUE,,,,,210 kmph,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,False,,,FALSE,,False,True,,,False,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,3,"Eco, Normal & Sport",,,,,,,,,,False,,,,,,,,,,Gas Type,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6 kmpl,,45 Litres,nan
hyundai,verna,SX IVT,16.64 Lakh,1.5L MPi Petrol,1497 cc,113.18bhp@6300rpm,143.8Nm@4500rpm,4.0,4.0,Automatic,IVT,Front-Wheel Drive (FWD),Petrol,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt & Telescopic,unknown,Disc,Drum,4535 mm,1765 mm,1475 mm,528 Litres,5.0,,2670 mm,,,4.0,True,True,True,TRUE,TRUE,True,True,True,True,True,,True,True,True,True,Front & Rear,,True,True,True,Front & Rear,,,False,True,True,"Horizon LED positioning lamp,Parametric connected LED tail lamps,Black chrome parametric radiator grille,Window belt line satin chrome,Outside door mirrors(Body colored),Outside door handles (Satin chrome),Intermittent variable front wiper",Front & Rear,Front & Rear,True,TRUE,TRUE,TRUE,TRUE,False,True,TRUE,True,False,True,,Shark Fin,Single Pane,Electronic,Powered & Folding,205/55 R16,Tubeless,,True,True,,True,True,6.0,True,TRUE,True,,TRUE,TRUE,True,True,TRUE,True,True,With Guidedlines,,,True,True,True,Driver and Passenger,True,True,,,,True,True,True,TRUE,8 inch,True,True,TRUE,Front & Rear,False,,,,,,,,,,4.0,,,16 Inch,16 Inch,2.0,,,,,,,True,,,,True,With Storage,,,,,,,,,,,,,True,,,,True,,,True,,,,True,,"Android Auto, Apple CarPlay",,Full Digital,Fabric,,,,,FALSE,TRUE,,,,,210 kmph,,False,,,,,False,False,False,,,False,False,False,False,False,,,,,,,,True,,,,,,,,False,,,FALSE,,False,True,,,True,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,Gas Type,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6 kmpl,,45 Litres,nan
